Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24361691
Array task ID: 15
The job was run on these nodes: idun-05-33
[I 2026-04-29 19:19:22,353] Trial 0 finished with value: 0.14577431575986702 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003473407124083527, 'iw_n_components': 10, 'iw_logistic_c': 4.788440522914161e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 0 with value: 0.14577431575986702.
[I 2026-04-29 22:58:34,748] Trial 65 finished with value: 0.15408098687257338 and parameters: {'alpha': 589423.8534117225, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.00400400778069326, 'iw_n_components': 30, 'iw_logistic_c': 2.5476643058311707e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:02:20,437] Trial 66 finished with value: 0.15397942084900057 and parameters: {'alpha': 641733.1988270758, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.005225412297851534, 'iw_n_components': 20, 'iw_logistic_c': 6.907672168637232e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:06:30,406] Trial 67 finished with value: 0.15386382141793858 and parameters: {'alpha': 460203.9030323979, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0033333117679362977, 'iw_n_components': 40, 'iw_logistic_c': 0.0001229209668269928, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:10:44,853] Trial 68 finished with value: 0.1557769860644789 and parameters: {'alpha': 770273.1812407377, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0020006046387943052, 'iw_n_components': 50, 'iw_logistic_c': 6.509005463012746e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:13:45,558] Trial 69 finished with value: 0.14696459763196368 and parameters: {'alpha': 890769.8075865821, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0018152603465144814, 'iw_n_components': 5, 'iw_logistic_c': 2.3350224962064017e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:14:18,114] Trial 70 finished with value: 0.1347713138030846 and parameters: {'alpha': 521531.01981347473, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:18:06,952] Trial 71 finished with value: 0.15790717889222164 and parameters: {'alpha': 983993.3903558507, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.001243631009469241, 'iw_n_components': 20, 'iw_logistic_c': 0.00044369301889854944, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:21:54,982] Trial 72 finished with value: 0.15833939228980223 and parameters: {'alpha': 694424.5618503997, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0027083982875923816, 'iw_n_components': 20, 'iw_logistic_c': 0.0005592854251750617, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:25:44,774] Trial 73 finished with value: 0.15867576156335877 and parameters: {'alpha': 682980.4022586324, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002783600826269626, 'iw_n_components': 20, 'iw_logistic_c': 0.0005508416797134689, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:29:38,363] Trial 74 finished with value: 0.15901826984790088 and parameters: {'alpha': 701801.4573786383, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001223773995559445, 'iw_n_components': 20, 'iw_logistic_c': 0.0005219479182238363, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:33:20,409] Trial 75 finished with value: 0.1590215258389211 and parameters: {'alpha': 718238.0469360263, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0011870950160786605, 'iw_n_components': 20, 'iw_logistic_c': 0.0005256139213113411, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 42 with value: 0.16125533983074675.
[I 2026-04-29 23:37:07,731] Trial 76 finished with value: 0.1624323602744037 and parameters: {'alpha': 699249.9980282509, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0013028517148830027, 'iw_n_components': 20, 'iw_logistic_c': 0.0005393049537226006, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-29 23:40:56,769] Trial 77 finished with value: 0.15754069921548003 and parameters: {'alpha': 715577.8107135573, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001119173795570744, 'iw_n_components': 20, 'iw_logistic_c': 0.0010022992167009908, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-29 23:44:47,676] Trial 78 finished with value: 0.15269796000383037 and parameters: {'alpha': 675851.9483698144, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0010007414036542804, 'iw_n_components': 20, 'iw_logistic_c': 0.007088198723255905, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-29 23:48:36,042] Trial 79 finished with value: 0.1577567647952606 and parameters: {'alpha': 612493.1721597078, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0017378726574011907, 'iw_n_components': 20, 'iw_logistic_c': 0.0015440127131204208, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-29 23:51:14,937] Trial 80 finished with value: 0.13751218477122457 and parameters: {'alpha': 544119.4861896194, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0014418156226966676, 'iw_n_components': 1, 'iw_logistic_c': 0.000592021853362229, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-29 23:54:57,350] Trial 81 finished with value: 0.16110625845719978 and parameters: {'alpha': 743938.1660040949, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0011211414044470422, 'iw_n_components': 20, 'iw_logistic_c': 0.000511622243053552, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-29 23:58:45,040] Trial 82 finished with value: 0.16011836418447595 and parameters: {'alpha': 721119.3125827584, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001191876518382808, 'iw_n_components': 20, 'iw_logistic_c': 0.0007244707587943311, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:02:35,811] Trial 83 finished with value: 0.1590688412982224 and parameters: {'alpha': 716278.6934572204, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0011668822390400473, 'iw_n_components': 20, 'iw_logistic_c': 0.000968593096820134, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:06:29,032] Trial 84 finished with value: 0.15540186933667804 and parameters: {'alpha': 766512.0439891272, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0011870078390604664, 'iw_n_components': 20, 'iw_logistic_c': 0.006167260130003708, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:10:49,389] Trial 85 finished with value: 0.1576589955543601 and parameters: {'alpha': 878276.1304737604, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0011518339432464442, 'iw_n_components': 20, 'iw_logistic_c': 0.002209032943892292, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:15:04,845] Trial 86 finished with value: 0.15748598264264596 and parameters: {'alpha': 744004.691431082, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0010053729991583457, 'iw_n_components': 20, 'iw_logistic_c': 0.0011377764508085468, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:19:33,532] Trial 87 finished with value: 0.1573288578957563 and parameters: {'alpha': 450612.78447307, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001457950343047958, 'iw_n_components': 20, 'iw_logistic_c': 0.00034039067023087046, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:20:00,940] Trial 88 finished with value: 0.13446142865827096 and parameters: {'alpha': 838940.6035261498, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:24:20,550] Trial 89 finished with value: 0.15869798859181833 and parameters: {'alpha': 904715.3985786522, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0012240595750365425, 'iw_n_components': 20, 'iw_logistic_c': 0.0008175794448947626, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:28:35,529] Trial 90 finished with value: 0.16183129872445393 and parameters: {'alpha': 844327.5261341176, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0012059957660361389, 'iw_n_components': 20, 'iw_logistic_c': 0.0008475996944342795, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:32:51,411] Trial 91 finished with value: 0.16160066272712575 and parameters: {'alpha': 882133.9370149884, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001206507792415846, 'iw_n_components': 20, 'iw_logistic_c': 0.0009079354322301146, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:37:05,880] Trial 92 finished with value: 0.16211428615180432 and parameters: {'alpha': 825686.6460633144, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001433273040845293, 'iw_n_components': 20, 'iw_logistic_c': 0.00023142308237287815, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:41:20,319] Trial 93 finished with value: 0.1600826548372675 and parameters: {'alpha': 823288.0914234975, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0014469729901864729, 'iw_n_components': 20, 'iw_logistic_c': 0.0002791664996271986, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:44:11,493] Trial 94 finished with value: 0.1364963596258485 and parameters: {'alpha': 801217.6210291195, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0014624372948942226, 'iw_n_components': 1, 'iw_logistic_c': 0.00022056463401582655, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:47:35,992] Trial 95 finished with value: 0.14755777445788992 and parameters: {'alpha': 829550.9328631823, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0016931028941957237, 'iw_n_components': 5, 'iw_logistic_c': 0.004425663329922014, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:51:46,766] Trial 96 finished with value: 0.15998388597529445 and parameters: {'alpha': 922529.0605648976, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0010729577242589933, 'iw_n_components': 20, 'iw_logistic_c': 0.0025133012265181874, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 00:56:32,404] Trial 97 finished with value: 0.15760716132982583 and parameters: {'alpha': 920633.2897004938, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0013739239233415182, 'iw_n_components': 50, 'iw_logistic_c': 6.463155545504864e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:01:26,168] Trial 98 finished with value: 0.16198528097428538 and parameters: {'alpha': 864462.0659962947, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0010590030319377274, 'iw_n_components': 40, 'iw_logistic_c': 0.0023301496981578203, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:06:26,803] Trial 99 finished with value: 0.16016886208111472 and parameters: {'alpha': 867782.6888936732, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0016199298090337287, 'iw_n_components': 40, 'iw_logistic_c': 0.00019566550423474153, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:11:16,858] Trial 100 finished with value: 0.15892950169961223 and parameters: {'alpha': 880453.0716345595, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0016179269415437143, 'iw_n_components': 40, 'iw_logistic_c': 0.00136071711673231, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:16:00,523] Trial 101 finished with value: 0.16012425814780704 and parameters: {'alpha': 999037.4654036111, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001477380556854105, 'iw_n_components': 40, 'iw_logistic_c': 0.00021605743853439263, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:20:59,478] Trial 102 finished with value: 0.15556271978002384 and parameters: {'alpha': 982814.3451932769, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0013133577409896336, 'iw_n_components': 40, 'iw_logistic_c': 0.016906369579666437, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:25:40,980] Trial 103 finished with value: 0.16007554473635333 and parameters: {'alpha': 754541.8492970665, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0017148364988000642, 'iw_n_components': 40, 'iw_logistic_c': 0.00020003859826639946, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:30:20,725] Trial 104 finished with value: 0.15914570672441636 and parameters: {'alpha': 868508.3052195678, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0010845208699325893, 'iw_n_components': 40, 'iw_logistic_c': 3.718794603732399e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:35:04,227] Trial 105 finished with value: 0.15996336917296936 and parameters: {'alpha': 995799.4918692802, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.002108993950774935, 'iw_n_components': 40, 'iw_logistic_c': 0.0001630612411604283, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:39:47,009] Trial 106 finished with value: 0.15483851995280978 and parameters: {'alpha': 929998.61477284, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.001848913720058263, 'iw_n_components': 40, 'iw_logistic_c': 0.0003470591871975742, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:40:15,851] Trial 107 finished with value: 0.13448295937655194 and parameters: {'alpha': 816616.7189019092, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:44:16,870] Trial 108 finished with value: 0.15880299381360627 and parameters: {'alpha': 755963.7913749844, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0015514408774955882, 'iw_n_components': 40, 'iw_logistic_c': 7.330598303842456e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:48:22,642] Trial 109 finished with value: 0.15715706009341984 and parameters: {'alpha': 655181.6771463193, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001294197937328295, 'iw_n_components': 40, 'iw_logistic_c': 0.0017751948792230127, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:52:29,745] Trial 110 finished with value: 0.1448990724449194 and parameters: {'alpha': 605141.1714631402, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04099810631261002, 'iw_n_components': 40, 'iw_logistic_c': 0.0008138088906882148, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 01:56:31,447] Trial 111 finished with value: 0.15709234401655736 and parameters: {'alpha': 841011.471503249, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001425305565603553, 'iw_n_components': 40, 'iw_logistic_c': 0.000293863846261843, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:00:12,369] Trial 112 finished with value: 0.16061450778690495 and parameters: {'alpha': 810815.1387046766, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0015284955320520556, 'iw_n_components': 20, 'iw_logistic_c': 0.0002616948469900043, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:04:00,413] Trial 113 finished with value: 0.13982933947637627 and parameters: {'alpha': 75625.78043192513, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0010881987174530248, 'iw_n_components': 20, 'iw_logistic_c': 0.00017234739213392038, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:07:57,987] Trial 114 finished with value: 0.1604330816812243 and parameters: {'alpha': 906251.4065275571, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0016170387426525424, 'iw_n_components': 40, 'iw_logistic_c': 0.00037503936307659567, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:12:00,186] Trial 115 finished with value: 0.1481215125340742 and parameters: {'alpha': 913166.6114283031, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.027987513836413437, 'iw_n_components': 40, 'iw_logistic_c': 0.0008109723260322483, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:16:08,606] Trial 116 finished with value: 0.15277020036621314 and parameters: {'alpha': 792769.8455616531, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0015557244464296622, 'iw_n_components': 40, 'iw_logistic_c': 0.011268755355701359, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:20:14,207] Trial 117 finished with value: 0.14939974266236764 and parameters: {'alpha': 665479.0986028855, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.007338916275004704, 'iw_n_components': 40, 'iw_logistic_c': 0.004541518194085481, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:24:06,238] Trial 118 finished with value: 0.15893865152122896 and parameters: {'alpha': 872287.1834622659, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001297387861562691, 'iw_n_components': 30, 'iw_logistic_c': 8.814980991322153e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:28:29,103] Trial 119 finished with value: 0.15587149443015938 and parameters: {'alpha': 752161.1195303252, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001806624822826455, 'iw_n_components': 40, 'iw_logistic_c': 0.0022885758490269457, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:32:05,804] Trial 120 finished with value: 0.15498608218266016 and parameters: {'alpha': 802426.5695281874, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0013595299214357386, 'iw_n_components': 10, 'iw_logistic_c': 0.0004062261209897887, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:35:54,693] Trial 121 finished with value: 0.16036306115083943 and parameters: {'alpha': 999430.4634191914, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.002108900542698504, 'iw_n_components': 20, 'iw_logistic_c': 0.00016128517718886533, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 76 with value: 0.1624323602744037.
[I 2026-04-30 02:39:36,039] Trial 122 finished with value: 0.1625037247174263 and parameters: {'alpha': 899260.0095479371, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0021723519120526846, 'iw_n_components': 20, 'iw_logistic_c': 0.00014135060684435715, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 02:42:30,849] Trial 123 finished with value: 0.14560113667734234 and parameters: {'alpha': 902674.843125716, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0016374101944821213, 'iw_n_components': 5, 'iw_logistic_c': 4.1710297002662595e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 02:46:35,504] Trial 124 finished with value: 0.15869301042593584 and parameters: {'alpha': 998378.1180255412, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0021950147532414236, 'iw_n_components': 50, 'iw_logistic_c': 0.00017253039345055393, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 02:50:28,036] Trial 125 finished with value: 0.15412490917682445 and parameters: {'alpha': 937476.534930627, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0018601246714286745, 'iw_n_components': 20, 'iw_logistic_c': 0.00013799324444743993, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 122 with value: 0.1625037247174263.
[I 2026-04-30 02:53:02,029] Trial 126 finished with value: 0.13637405038497674 and parameters: {'alpha': 835533.7048769434, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001535869578426737, 'iw_n_components': 1, 'iw_logistic_c': 0.0002329184630895414, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 122 with value: 0.1625037247174263.
