Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24361552
Array task ID: 5
The job was run on these nodes: idun-05-29
[I 2026-04-29 18:45:03,584] Trial 0 finished with value: 0.2279101622977841 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003473407124083527, 'iw_n_components': 10, 'iw_logistic_c': 4.788440522914161e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 0 with value: 0.2279101622977841.
[I 2026-04-29 22:02:22,242] Trial 65 finished with value: 0.2268934127937531 and parameters: {'alpha': 556195.2830961677, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0016684460147635089, 'iw_n_components': 5, 'iw_logistic_c': 2.6837804736380473e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:06:07,341] Trial 66 finished with value: 0.227068095966165 and parameters: {'alpha': 478200.3144058363, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.004853336844415879, 'iw_n_components': 50, 'iw_logistic_c': 1.0247531276077757e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:09:53,430] Trial 67 finished with value: 0.22075797002758796 and parameters: {'alpha': 347540.73617437505, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.002378476278611766, 'iw_n_components': 40, 'iw_logistic_c': 0.00028719937353742357, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:13:22,053] Trial 68 finished with value: 0.22510319436477869 and parameters: {'alpha': 244566.76854787904, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.0029751170696181673, 'iw_n_components': 10, 'iw_logistic_c': 0.004654857539876348, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:16:22,019] Trial 69 finished with value: 0.22807168033229397 and parameters: {'alpha': 423248.5706439296, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001255471356532284, 'iw_n_components': 1, 'iw_logistic_c': 1.1858033750563457e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:17:00,204] Trial 70 finished with value: 0.2258839211823819 and parameters: {'alpha': 611048.5412049203, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:20:28,026] Trial 71 finished with value: 0.2286938178143357 and parameters: {'alpha': 287088.4111362007, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.003952828256825095, 'iw_n_components': 20, 'iw_logistic_c': 8.914633465396455e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:23:56,632] Trial 72 finished with value: 0.22862471618447558 and parameters: {'alpha': 309322.03638774785, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.004362065837978014, 'iw_n_components': 20, 'iw_logistic_c': 4.104264410877028e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:27:26,275] Trial 73 finished with value: 0.22812260358576167 and parameters: {'alpha': 234871.9873915236, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.003408560754468249, 'iw_n_components': 20, 'iw_logistic_c': 1.6041180751445682e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:30:52,683] Trial 74 finished with value: 0.22764181593547367 and parameters: {'alpha': 200959.70122291677, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.003988295700058642, 'iw_n_components': 20, 'iw_logistic_c': 5.890477968206572e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:34:35,454] Trial 75 finished with value: 0.22838271275338334 and parameters: {'alpha': 381565.7349938096, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0024722844219949285, 'iw_n_components': 40, 'iw_logistic_c': 7.720499337999201e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:38:01,236] Trial 76 finished with value: 0.22783840115689155 and parameters: {'alpha': 282952.5781747454, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.005167042292633386, 'iw_n_components': 10, 'iw_logistic_c': 3.345016933404927e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:41:30,828] Trial 77 finished with value: 0.2213178602091585 and parameters: {'alpha': 256226.47442322364, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.009838088803548584, 'iw_n_components': 20, 'iw_logistic_c': 2.4927931843585547e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:45:02,701] Trial 78 finished with value: 0.21424627768228555 and parameters: {'alpha': 334101.88172303484, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002088941624759895, 'iw_n_components': 10, 'iw_logistic_c': 0.4227920017415737, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:48:46,430] Trial 79 finished with value: 0.22699084282987783 and parameters: {'alpha': 182549.53706173348, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.001896228739764697, 'iw_n_components': 40, 'iw_logistic_c': 7.46895190247589e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 28 with value: 0.23013982044279396.
[I 2026-04-29 22:52:11,631] Trial 80 finished with value: 0.23030440947414954 and parameters: {'alpha': 439671.51964042604, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.046112268203271585, 'iw_n_components': 10, 'iw_logistic_c': 3.1266131141829475e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 80 with value: 0.23030440947414954.
[I 2026-04-29 22:55:36,202] Trial 81 finished with value: 0.2303116512231082 and parameters: {'alpha': 358808.2834737221, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04118121841396568, 'iw_n_components': 10, 'iw_logistic_c': 2.4115186410695976e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 81 with value: 0.2303116512231082.
[I 2026-04-29 22:59:01,075] Trial 82 finished with value: 0.23036449811502724 and parameters: {'alpha': 427892.69590619556, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04858503606385374, 'iw_n_components': 10, 'iw_logistic_c': 3.0821391739576785e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:02:26,411] Trial 83 finished with value: 0.230012891527491 and parameters: {'alpha': 492346.62885452353, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04388760760253286, 'iw_n_components': 10, 'iw_logistic_c': 4.779130181351344e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:05:51,803] Trial 84 finished with value: 0.22984306081681435 and parameters: {'alpha': 487166.61933406, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04286074804456172, 'iw_n_components': 10, 'iw_logistic_c': 6.266580396474166e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:09:15,718] Trial 85 finished with value: 0.2298339198777942 and parameters: {'alpha': 507287.1938581898, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0411593966412805, 'iw_n_components': 10, 'iw_logistic_c': 5.511764140496028e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:12:39,339] Trial 86 finished with value: 0.22916518130550084 and parameters: {'alpha': 643845.12154036, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.048273182504665946, 'iw_n_components': 10, 'iw_logistic_c': 5.08787299228348e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:13:17,736] Trial 87 finished with value: 0.22558805933024453 and parameters: {'alpha': 658687.1503480983, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:16:46,707] Trial 88 finished with value: 0.2243005142635542 and parameters: {'alpha': 738048.2261242695, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04706737397599919, 'iw_n_components': 10, 'iw_logistic_c': 6.269438990607965e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:20:09,620] Trial 89 finished with value: 0.22757338118222306 and parameters: {'alpha': 587011.3530431996, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.033264571539621215, 'iw_n_components': 10, 'iw_logistic_c': 1.212456393265811e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:23:36,058] Trial 90 finished with value: 0.22928335131987007 and parameters: {'alpha': 496178.13312667276, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0351977422657785, 'iw_n_components': 10, 'iw_logistic_c': 5.2515865728591614e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:27:00,078] Trial 91 finished with value: 0.22928951961772995 and parameters: {'alpha': 501568.4766290553, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03794393516981794, 'iw_n_components': 10, 'iw_logistic_c': 5.213085563468683e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:30:25,625] Trial 92 finished with value: 0.2288712722160528 and parameters: {'alpha': 492667.3756473275, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03670883049491496, 'iw_n_components': 10, 'iw_logistic_c': 5.832770730886497e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:33:50,157] Trial 93 finished with value: 0.22365910701819086 and parameters: {'alpha': 540000.1555209452, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04809636014914437, 'iw_n_components': 10, 'iw_logistic_c': 2.7468702090264675e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:37:14,530] Trial 94 finished with value: 0.22694737850938865 and parameters: {'alpha': 629476.6334240244, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.026305729909882534, 'iw_n_components': 10, 'iw_logistic_c': 3.880316410047513e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:40:40,417] Trial 95 finished with value: 0.2274832593361904 and parameters: {'alpha': 445452.1023626694, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04187011516777757, 'iw_n_components': 10, 'iw_logistic_c': 1.0231928859368035e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:44:05,714] Trial 96 finished with value: 0.21888899907413162 and parameters: {'alpha': 789458.0996344172, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.028970124072316368, 'iw_n_components': 10, 'iw_logistic_c': 2.015660133196308e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:47:31,722] Trial 97 finished with value: 0.22930818647659895 and parameters: {'alpha': 572880.0537196684, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04172896376216767, 'iw_n_components': 10, 'iw_logistic_c': 3.455220613185249e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:50:59,005] Trial 98 finished with value: 0.23023262386913937 and parameters: {'alpha': 394290.10552854836, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04089868107342385, 'iw_n_components': 10, 'iw_logistic_c': 3.296915391200585e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:54:27,765] Trial 99 finished with value: 0.23035245104058144 and parameters: {'alpha': 401751.020935558, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04135655748278518, 'iw_n_components': 10, 'iw_logistic_c': 3.0168820204114275e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-29 23:57:53,573] Trial 100 finished with value: 0.2289871531182826 and parameters: {'alpha': 404206.2820369867, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.023443346840662137, 'iw_n_components': 10, 'iw_logistic_c': 2.9989862433492577e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-30 00:01:18,440] Trial 101 finished with value: 0.2274548461897749 and parameters: {'alpha': 443436.6927727236, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03927600867439409, 'iw_n_components': 10, 'iw_logistic_c': 1.0280501065955872e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-30 00:04:43,514] Trial 102 finished with value: 0.22835503030388024 and parameters: {'alpha': 569341.946974878, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04353740784121417, 'iw_n_components': 10, 'iw_logistic_c': 1.5109778713435035e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-30 00:08:08,364] Trial 103 finished with value: 0.22318067305441752 and parameters: {'alpha': 356452.0078782491, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03154999364956504, 'iw_n_components': 10, 'iw_logistic_c': 1.655870580980558e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-30 00:11:32,019] Trial 104 finished with value: 0.22892587361849034 and parameters: {'alpha': 391354.22272641194, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03798076180157462, 'iw_n_components': 10, 'iw_logistic_c': 7.2648035448107965e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-30 00:14:58,584] Trial 105 finished with value: 0.23000536591258128 and parameters: {'alpha': 467429.07998825284, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04359123130113173, 'iw_n_components': 10, 'iw_logistic_c': 3.3804931787055235e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 82 with value: 0.23036449811502724.
[I 2026-04-30 00:18:33,151] Trial 106 finished with value: 0.2328914411915996 and parameters: {'alpha': 414664.9178327275, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.043848460118760355, 'iw_n_components': 30, 'iw_logistic_c': 3.583784955767038e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 106 with value: 0.2328914411915996.
[I 2026-04-30 00:19:11,474] Trial 107 finished with value: 0.22705037491479985 and parameters: {'alpha': 418819.7140651675, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 106 with value: 0.2328914411915996.
[I 2026-04-30 00:22:44,267] Trial 108 finished with value: 0.23114046816088116 and parameters: {'alpha': 461347.03470932884, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.044698550718670835, 'iw_n_components': 30, 'iw_logistic_c': 1.9148414456853074e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 106 with value: 0.2328914411915996.
[I 2026-04-30 00:26:18,543] Trial 109 finished with value: 0.23156474641866534 and parameters: {'alpha': 467438.03687293973, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04405940879394351, 'iw_n_components': 30, 'iw_logistic_c': 1.943207176310307e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 106 with value: 0.2328914411915996.
[I 2026-04-30 00:29:53,488] Trial 110 finished with value: 0.23115556956024957 and parameters: {'alpha': 366335.4500084124, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.022524157760543947, 'iw_n_components': 30, 'iw_logistic_c': 1.756941023331636e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 106 with value: 0.2328914411915996.
[I 2026-04-30 00:33:27,450] Trial 111 finished with value: 0.2296633199310035 and parameters: {'alpha': 365670.6895138134, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.01758942705865991, 'iw_n_components': 30, 'iw_logistic_c': 1.186282000847582e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 106 with value: 0.2328914411915996.
[I 2026-04-30 00:37:00,387] Trial 112 finished with value: 0.2332243853747233 and parameters: {'alpha': 449530.6745601727, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04539514881049619, 'iw_n_components': 30, 'iw_logistic_c': 2.902279443262324e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 00:40:34,637] Trial 113 finished with value: 0.2308060242885003 and parameters: {'alpha': 403738.6925994117, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.04952366607198782, 'iw_n_components': 30, 'iw_logistic_c': 1.9116451305119667e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 00:44:08,758] Trial 114 finished with value: 0.23126074943637973 and parameters: {'alpha': 395886.7487555562, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.049895545763237105, 'iw_n_components': 30, 'iw_logistic_c': 2.046722183431274e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 00:47:42,667] Trial 115 finished with value: 0.22815515783539783 and parameters: {'alpha': 405036.1123790445, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.048713437296060785, 'iw_n_components': 30, 'iw_logistic_c': 3.8078599996439963e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 00:51:16,150] Trial 116 finished with value: 0.2325632940407547 and parameters: {'alpha': 437577.6832072453, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03407960849619311, 'iw_n_components': 30, 'iw_logistic_c': 1.932552653908003e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 00:54:50,946] Trial 117 finished with value: 0.23249019901093324 and parameters: {'alpha': 434827.50791268615, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0338774385177597, 'iw_n_components': 30, 'iw_logistic_c': 1.789928898361485e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 00:58:23,618] Trial 118 finished with value: 0.23080600353828337 and parameters: {'alpha': 349814.80772653944, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03147653816811613, 'iw_n_components': 30, 'iw_logistic_c': 1.938333730855139e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:01:59,104] Trial 119 finished with value: 0.22822895703723303 and parameters: {'alpha': 426306.5156108321, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03344572968927775, 'iw_n_components': 30, 'iw_logistic_c': 7.597013368176561e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:05:34,603] Trial 120 finished with value: 0.23018893234745094 and parameters: {'alpha': 336059.774534282, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.027508373603268316, 'iw_n_components': 30, 'iw_logistic_c': 1.713157612487714e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:09:08,719] Trial 121 finished with value: 0.2306500345791048 and parameters: {'alpha': 348320.76585641387, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.031085844415841345, 'iw_n_components': 30, 'iw_logistic_c': 1.7529716768300096e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:12:43,128] Trial 122 finished with value: 0.2295999052677144 and parameters: {'alpha': 377640.8367090254, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.023417003196324965, 'iw_n_components': 30, 'iw_logistic_c': 1.0151390574847332e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:16:18,551] Trial 123 finished with value: 0.23070174267072527 and parameters: {'alpha': 461300.82685422816, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03099433152845505, 'iw_n_components': 30, 'iw_logistic_c': 1.802557461521528e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:19:52,950] Trial 124 finished with value: 0.23100825309507975 and parameters: {'alpha': 458222.95390945236, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.030517157565231472, 'iw_n_components': 30, 'iw_logistic_c': 1.8748714303082602e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:23:27,483] Trial 125 finished with value: 0.2303660795012865 and parameters: {'alpha': 461828.47399778274, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03057578786408879, 'iw_n_components': 30, 'iw_logistic_c': 1.8113808295294747e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
[I 2026-04-30 01:27:02,654] Trial 126 finished with value: 0.22327804493876072 and parameters: {'alpha': 108149.3267775962, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02294014932269594, 'iw_n_components': 30, 'iw_logistic_c': 6.89199672867171e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 112 with value: 0.2332243853747233.
