Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24378203
Array task ID: 4
The job was run on these nodes: idun-03-17
[I 2026-05-04 00:17:22,539] Trial 0 finished with value: 0.1906008030658212 and parameters: {'alpha': 574323.565896313, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.005989214663243749, 'iw_n_components': 20, 'iw_logistic_c': 2.8870927958158354, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.1906008030658212.
[I 2026-05-04 03:30:35,996] Trial 65 finished with value: 0.212173889202451 and parameters: {'alpha': 394258.69980071904, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0019953704937164885, 'iw_n_components': 80, 'iw_logistic_c': 0.10950271441564806, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 03:34:46,913] Trial 66 finished with value: 0.2063721151307553 and parameters: {'alpha': 115699.25109627206, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0009707437462878541, 'iw_n_components': 40, 'iw_logistic_c': 0.3958704603066619, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 03:38:41,123] Trial 67 finished with value: 0.20675878660129618 and parameters: {'alpha': 307967.9481658571, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0013377510573454158, 'iw_n_components': 80, 'iw_logistic_c': 2.661542807891467e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 03:42:13,547] Trial 68 finished with value: 0.20913295820646188 and parameters: {'alpha': 251724.79540001295, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.000810571973481999, 'iw_n_components': 20, 'iw_logistic_c': 0.026600034540958297, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 03:46:31,193] Trial 69 finished with value: 0.2067340436204454 and parameters: {'alpha': 684499.1857224479, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0005780119846472549, 'iw_n_components': 50, 'iw_logistic_c': 0.03522774439022554, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 03:50:37,752] Trial 70 finished with value: 0.193851888182997 and parameters: {'alpha': 224442.58964830684, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.001124368813155576, 'iw_n_components': 80, 'iw_logistic_c': 1.132593043716521, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 03:54:41,268] Trial 71 finished with value: 0.2125056575234378 and parameters: {'alpha': 400654.43935895414, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.00210495611552735, 'iw_n_components': 80, 'iw_logistic_c': 0.1170797255139339, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 03:58:58,282] Trial 72 finished with value: 0.2091063020554717 and parameters: {'alpha': 364049.89215679315, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002167767447590417, 'iw_n_components': 80, 'iw_logistic_c': 0.24276030071055116, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:03:24,054] Trial 73 finished with value: 0.20999057525922565 and parameters: {'alpha': 490098.716442179, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0014964181230176505, 'iw_n_components': 80, 'iw_logistic_c': 0.11451719996291819, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:07:29,381] Trial 74 finished with value: 0.21379307313381676 and parameters: {'alpha': 430408.2646116016, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.003209272009224173, 'iw_n_components': 80, 'iw_logistic_c': 0.7943649102325647, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:11:37,242] Trial 75 finished with value: 0.21145334379187744 and parameters: {'alpha': 537515.0445265373, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.003131045774412399, 'iw_n_components': 80, 'iw_logistic_c': 3.956519599058692, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:15:55,805] Trial 76 finished with value: 0.20639575905897548 and parameters: {'alpha': 634519.6479645768, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0036719878105270273, 'iw_n_components': 80, 'iw_logistic_c': 0.8161556275288101, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:16:36,336] Trial 77 finished with value: 0.20048120069151937 and parameters: {'alpha': 800126.2934927874, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:19:58,321] Trial 78 finished with value: 0.2132103088633291 and parameters: {'alpha': 270736.66992826475, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002460467614685119, 'iw_n_components': 80, 'iw_logistic_c': 2.503340252976011, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:22:47,509] Trial 79 finished with value: 0.20746039840808797 and parameters: {'alpha': 177364.79648733075, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.003067276633462273, 'iw_n_components': 10, 'iw_logistic_c': 2.4587245571348, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:25:59,422] Trial 80 finished with value: 0.1954441354367587 and parameters: {'alpha': 271789.31593947776, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.005867881985880735, 'iw_n_components': 80, 'iw_logistic_c': 8.699662477498473, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:29:12,426] Trial 81 finished with value: 0.2129368865002986 and parameters: {'alpha': 324262.5109480965, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0023908132430752248, 'iw_n_components': 80, 'iw_logistic_c': 0.3804333213526578, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:32:24,435] Trial 82 finished with value: 0.21211039477393148 and parameters: {'alpha': 311938.537353622, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0024957737853788372, 'iw_n_components': 80, 'iw_logistic_c': 1.5806435393168612, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:35:36,020] Trial 83 finished with value: 0.21331469772097136 and parameters: {'alpha': 263283.2185552887, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.00397968322269426, 'iw_n_components': 80, 'iw_logistic_c': 0.44700956668760333, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:38:48,375] Trial 84 finished with value: 0.2099817883576658 and parameters: {'alpha': 212200.46538781852, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.005184847106701502, 'iw_n_components': 80, 'iw_logistic_c': 0.37403831081975214, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:41:56,510] Trial 85 finished with value: 0.211313987733657 and parameters: {'alpha': 269154.1011059841, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.004483333416015705, 'iw_n_components': 60, 'iw_logistic_c': 4.947183236305056, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:44:51,581] Trial 86 finished with value: 0.20963395464143897 and parameters: {'alpha': 186633.55845193935, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.004177673516274956, 'iw_n_components': 30, 'iw_logistic_c': 0.292035703781502, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:48:05,242] Trial 87 finished with value: 0.21046538305615337 and parameters: {'alpha': 336900.86417401856, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0033334047294411146, 'iw_n_components': 80, 'iw_logistic_c': 0.6221701285968237, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:51:20,303] Trial 88 finished with value: 0.21068606247482613 and parameters: {'alpha': 160526.08428530063, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002800411517408564, 'iw_n_components': 80, 'iw_logistic_c': 1.7344584581687967, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:51:52,519] Trial 89 finished with value: 0.20634096013839986 and parameters: {'alpha': 243789.04412086544, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:54:47,787] Trial 90 finished with value: 0.19632077321226746 and parameters: {'alpha': 304714.30057343346, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0017305866295124037, 'iw_n_components': 20, 'iw_logistic_c': 0.06692039010363357, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 04:58:01,684] Trial 91 finished with value: 0.21369182641579001 and parameters: {'alpha': 471906.31368761626, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0025585416902243192, 'iw_n_components': 80, 'iw_logistic_c': 1.0374289906612535, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 05:01:15,477] Trial 92 finished with value: 0.20968726106925778 and parameters: {'alpha': 356393.2290234105, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0022702232862057397, 'iw_n_components': 80, 'iw_logistic_c': 0.8925891295686714, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 05:04:27,748] Trial 93 finished with value: 0.21206083969330658 and parameters: {'alpha': 441490.9988364589, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002933595007462476, 'iw_n_components': 80, 'iw_logistic_c': 0.1945137042438605, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 05:07:41,290] Trial 94 finished with value: 0.20879952818092792 and parameters: {'alpha': 474036.8705825732, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0025440506971999054, 'iw_n_components': 80, 'iw_logistic_c': 2.580821035071232, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 05:10:45,140] Trial 95 finished with value: 0.21094721080462836 and parameters: {'alpha': 414145.6799622713, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.003521863690671994, 'iw_n_components': 40, 'iw_logistic_c': 0.48816036812911334, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 05:13:50,099] Trial 96 finished with value: -1.0 and parameters: {'alpha': 216599.91688591146, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.001799470200380248, 'iw_n_components': 50, 'iw_logistic_c': 1.4833449222249622, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 05:17:07,052] Trial 97 finished with value: 0.21017151343821555 and parameters: {'alpha': 288389.76082572725, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.00154523758460586, 'iw_n_components': 80, 'iw_logistic_c': 0.38877360704203345, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 05:20:18,200] Trial 98 finished with value: 0.20580604297725383 and parameters: {'alpha': 2789207.809823108, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002348375498731374, 'iw_n_components': 80, 'iw_logistic_c': 0.0010724976531517473, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 32 with value: 0.21391031341537783.
[I 2026-05-04 05:23:34,266] Trial 99 finished with value: 0.21394274047253523 and parameters: {'alpha': 321637.82289964956, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0012137331974560299, 'iw_n_components': 80, 'iw_logistic_c': 5.221553492153866, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:26:48,206] Trial 100 finished with value: 0.2122664337258299 and parameters: {'alpha': 325325.75912695867, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0012073622558430768, 'iw_n_components': 80, 'iw_logistic_c': 3.5339519831749238, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:30:01,986] Trial 101 finished with value: 0.2101503721855829 and parameters: {'alpha': 373904.26611496514, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0008126038215724729, 'iw_n_components': 80, 'iw_logistic_c': 0.8238883231597733, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:33:13,337] Trial 102 finished with value: 0.2115470425403601 and parameters: {'alpha': 270101.4035889775, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.00406896718212298, 'iw_n_components': 80, 'iw_logistic_c': 2.4103866601136983, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:36:24,859] Trial 103 finished with value: 0.21161872972646453 and parameters: {'alpha': 504635.940570355, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0006135132768299112, 'iw_n_components': 80, 'iw_logistic_c': 6.190240885835827, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:39:38,207] Trial 104 finished with value: 0.21138532378509045 and parameters: {'alpha': 234771.34075759465, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0014107672970264029, 'iw_n_components': 80, 'iw_logistic_c': 1.1212714123236325, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:42:26,580] Trial 105 finished with value: 0.20632430468599483 and parameters: {'alpha': 462668.49192958785, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0009177248720652057, 'iw_n_components': 10, 'iw_logistic_c': 0.01730552363479702, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:45:40,922] Trial 106 finished with value: 0.2104817595785443 and parameters: {'alpha': 563276.6112668529, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002682567341585033, 'iw_n_components': 80, 'iw_logistic_c': 0.6321507040777005, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:48:54,349] Trial 107 finished with value: 0.2095233934881374 and parameters: {'alpha': 199001.66232960328, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0015966634715751053, 'iw_n_components': 80, 'iw_logistic_c': 0.1665994923648886, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:49:26,097] Trial 108 finished with value: 0.2044947379671287 and parameters: {'alpha': 407109.3310894095, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:52:20,694] Trial 109 finished with value: 0.20628834275169167 and parameters: {'alpha': 353554.7560648921, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0005156584726444908, 'iw_n_components': 30, 'iw_logistic_c': 0.2852252189200579, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:55:22,883] Trial 110 finished with value: 0.20800980312215195 and parameters: {'alpha': 315551.5005458235, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0011922161129861329, 'iw_n_components': 60, 'iw_logistic_c': 0.04450634572592685, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 05:58:34,407] Trial 111 finished with value: 0.21326496639207887 and parameters: {'alpha': 592405.9109726435, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0019078401660692255, 'iw_n_components': 80, 'iw_logistic_c': 1.1814997782601093, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:01:47,033] Trial 112 finished with value: 0.21012315348167854 and parameters: {'alpha': 513912.50316373736, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0018062570875276103, 'iw_n_components': 80, 'iw_logistic_c': 1.6179363365470834, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:04:59,213] Trial 113 finished with value: 0.20990196584268647 and parameters: {'alpha': 384822.84617936914, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002224616446220388, 'iw_n_components': 80, 'iw_logistic_c': 9.919373329350547, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:08:10,389] Trial 114 finished with value: 0.20675655434743886 and parameters: {'alpha': 256306.71155943474, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002010204191508597, 'iw_n_components': 80, 'iw_logistic_c': 0.004424499623720813, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:11:22,458] Trial 115 finished with value: 0.21178246225074565 and parameters: {'alpha': 585833.6161878044, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.00335543055706077, 'iw_n_components': 80, 'iw_logistic_c': 3.772115145044526, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:14:33,611] Trial 116 finished with value: 0.2113332766714356 and parameters: {'alpha': 427371.8182812602, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0024962822362694466, 'iw_n_components': 80, 'iw_logistic_c': 5.354099127315431, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:17:46,075] Trial 117 finished with value: 0.21332392902153527 and parameters: {'alpha': 454936.22291449504, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.00306299366279947, 'iw_n_components': 80, 'iw_logistic_c': 0.08329977766352478, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:20:50,642] Trial 118 finished with value: 0.19851643764440138 and parameters: {'alpha': 293260.3412384458, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.005199964801571527, 'iw_n_components': 80, 'iw_logistic_c': 4.890111466216142e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:23:41,503] Trial 119 finished with value: 0.20833805231415478 and parameters: {'alpha': 335839.48638133344, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.007894998615900121, 'iw_n_components': 20, 'iw_logistic_c': 2.0417706330699406, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:26:41,830] Trial 120 finished with value: 0.20793471214123938 and parameters: {'alpha': 463450.2201326802, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.003552466752626946, 'iw_n_components': 40, 'iw_logistic_c': 0.09082941834842086, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:29:51,167] Trial 121 finished with value: 0.2123770366659476 and parameters: {'alpha': 389403.6140418052, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002992084151933178, 'iw_n_components': 80, 'iw_logistic_c': 0.2255000580760765, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:33:02,684] Trial 122 finished with value: 0.2100106008192264 and parameters: {'alpha': 563169.4829213235, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.002807543040120927, 'iw_n_components': 80, 'iw_logistic_c': 0.13623473632041494, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.75}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:36:14,469] Trial 123 finished with value: 0.2106800990111989 and parameters: {'alpha': 501061.4044251627, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0021885265336162676, 'iw_n_components': 80, 'iw_logistic_c': 0.537687858618206, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:39:28,727] Trial 124 finished with value: -1.0 and parameters: {'alpha': 363652.3026849194, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.0019003337293159131, 'iw_n_components': 80, 'iw_logistic_c': 1.1340887961306358, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:42:33,854] Trial 125 finished with value: 0.20582884325530512 and parameters: {'alpha': 449043.75524512865, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0007392461177754265, 'iw_n_components': 50, 'iw_logistic_c': 0.3488731433933789, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:45:47,318] Trial 126 finished with value: 0.2040364994808473 and parameters: {'alpha': 2174984.454373792, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.0038357549541922762, 'iw_n_components': 80, 'iw_logistic_c': 0.646481571773936, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 99 with value: 0.21394274047253523.
[I 2026-05-04 06:46:19,119] Trial 127 finished with value: 0.20117074470177831 and parameters: {'alpha': 717389.800240629, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 99 with value: 0.21394274047253523.
