trait,target_island,method,n_individuals,pevmean_mean,pevmean_std,ga_elapsed_sum,n_rows
thr_wing,7,pevmean_ga,1500,0.09602768878461747,0.0010502960239745173,382.4083146369085,5
thr_wing,7,pevmean_ga,2000,0.08405213738267214,0.00040202300031545084,435.7628576620482,5
thr_wing,7,pevmean_ga,2500,0.07587678157182828,0.00026068692181657104,480.17867671884596,5
thr_wing,7,pevmean_ga,3000,0.06954256171771628,0.00026672547238042253,530.5378453431185,5
thr_wing,7,pevmean_ga,3500,0.06469053184205138,0.00018029961339191392,586.5223424728028,5
thr_wing,7,pevmean_ga,4000,0.06087892762176424,7.906731743040537e-05,637.5785427959636,5
thr_wing,7,pevmean_ga,4500,0.0579187719971355,7.705128339187457e-05,671.7805405063555,5
thr_wing,8,pevmean_ga,500,0.05379650735076186,0.0008764246602521529,274.6651832591742,5
thr_wing,8,pevmean_ga,1000,0.03184012677860432,0.0003794369460276994,325.64030811889097,5
thr_wing,8,pevmean_ga,1500,0.02382883522271584,0.0001727770427827711,377.18100782320835,5
thr_wing,8,pevmean_ga,2000,0.0195562848181497,0.00021807884246525586,430.3826472386718,5
thr_wing,8,pevmean_ga,2500,0.01691257253179878,0.00023626330050964452,476.6815514587797,5
thr_wing,8,pevmean_ga,3000,0.01490878540890514,2.7022741574189053e-05,530.0980715092737,5
thr_wing,8,pevmean_ga,3500,0.01353239986737824,5.206665856843179e-05,581.7126525947824,5
thr_wing,8,pevmean_ga,4000,0.012491919076957859,2.988501906016794e-05,633.2797951418906,5
thr_wing,8,pevmean_ga,4500,0.01167219798691212,1.549426073344929e-05,664.7963482674677,5
thr_wing,9,pevmean_ga,500,0.062095599601852236,0.0007755614747759849,276.1571728710551,5
thr_wing,9,pevmean_ga,1000,0.04013133439135152,0.0006455291115913972,327.70057673892006,5
thr_wing,9,pevmean_ga,1500,0.031255413540114865,4.193606370528943e-05,379.2524542538449,5
